date,channel,purchases,sessions,add_to_cart,checkout
2024-12-23,Mobile App,11,221,44,20
2024-12-23,Retail Store,4,104,18,10
2024-12-23,Web,33,743,194,88
2024-12-24,Marketplace,14,283,51,26
2024-12-24,Mobile App,20,554,140,65
2024-12-24,Web,27,627,145,80
2024-12-25,Marketplace,6,143,27,17
2024-12-25,Mobile App,21,577,119,59
2024-12-25,Retail Store,6,149,29,15
2024-12-25,Web,30,630,152,81
2024-12-26,Marketplace,9,179,43,25
2024-12-26,Mobile App,24,651,123,61
2024-12-26,Retail Store,2,43,8,4
2024-12-26,Web,22,513,103,59
2024-12-27,Marketplace,10,231,61,30
2024-12-27,Mobile App,18,408,111,56
2024-12-27,Retail Store,3,74,14,8
2024-12-27,Web,24,509,130,71
2024-12-28,Marketplace,13,251,46,28
2024-12-28,Mobile App,17,324,68,39
2024-12-28,Retail Store,5,124,26,11
2024-12-28,Web,25,684,176,81
2024-12-29,Marketplace,9,174,34,17
2024-12-29,Mobile App,16,307,82,46
2024-12-29,Retail Store,1,20,5,2
2024-12-29,Web,28,609,161,76
2024-12-30,Marketplace,10,261,69,33
2024-12-30,Mobile App,20,505,115,71
2024-12-30,Retail Store,1,22,4,1
2024-12-30,Web,26,601,165,87
